order_number,created_at,created_day,weekday,hour_of_day,month,user_id,user_segment,user_orders_90d,user_spent_90d,user_avg_order_value_90d,user_days_since_last_order,item_count,total_quantity,subtotal,tax,shipping_fee,discount_amount,total_amount,avg_item_price,payment_method,payment_status,has_voucher,voucher_code,qty_low_cal,qty_balanced,qty_high_protein,qty_vegetarian,current_status,age_hours,label_cancelled,label_delay_risk,label_payment_unpaid
SYN-20260314-001763,2026-03-14T06:25:09.000Z,2026-03-14,6,13,3,69b2b2992030f4fa2d6fe95b,new,7,3318489,474070,0,1,1,189900,15192,30000,0,235092,189900,cash,paid,0,,0,1,0,0,delivering,75.56,0,1,0
SYN-20250812-001764,2025-08-12T07:44:47.000Z,2025-08-12,2,14,8,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-218,1,1,249900,19992,30000,25000,274892,249900,cash,paid,1,FREESHIP,0,0,1,0,completed,5210.23,0,0,0
SYN-20260315-001765,2026-03-15T01:12:56.000Z,2026-03-15,0,8,3,69b2b2942030f4fa2d6fe8e0,new,7,3619102,517015,-3,3,3,614700,49176,0,0,663876,204900,card,unpaid,0,,1,1,1,0,pending,56.76,0,1,1
SYN-20250827-001766,2025-08-27T14:58:17.000Z,2025-08-27,3,21,8,69b2b2a02030f4fa2d6fea29,new,5,2270304,454061,-177,1,2,519800,41584,0,0,561384,519800,momo,refunded,0,,0,0,2,0,cancelled,4843,1,0,0
SYN-20250810-001767,2025-08-10T12:52:19.000Z,2025-08-10,0,19,8,69b2b29c2030f4fa2d6fe9c0,new,7,4392532,627505,-219,3,4,739600,59168,0,0,798768,246533,momo,paid,0,,1,3,0,0,completed,5253.1,0,0,0
SYN-20251216-001768,2025-12-16T01:36:08.000Z,2025-12-16,2,8,12,69b2b29f2030f4fa2d6fea0e,new,3,1436258,478753,-65,1,1,219900,17592,30000,0,267492,219900,cash,paid,0,,0,1,0,0,completed,2192.37,0,0,0
SYN-20250518-001769,2025-05-18T09:50:59.000Z,2025-05-18,0,16,5,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-304,3,5,929500,74360,0,0,1003860,309833,card,paid,0,,0,4,0,1,completed,7272.13,0,0,0
SYN-20250522-001770,2025-05-22T06:02:20.000Z,2025-05-22,4,13,5,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-300,2,2,284800,22784,30000,0,337584,142400,card,paid,0,,1,0,0,1,completed,7179.94,0,0,0
SYN-20250330-001771,2025-03-30T03:55:48.000Z,2025-03-30,0,10,3,69b266052929890d1d18ecb1,vip,89,58530787,657649,-353,2,2,389800,31184,30000,80000,370984,194900,momo,paid,1,FLASH25,0,0,1,1,completed,8454.05,0,0,0
SYN-20260113-001772,2026-01-13T07:13:34.000Z,2026-01-13,2,14,1,69aa99b0473b0839af00a703,vip,191,113735525,595474,-64,1,1,174900,13992,30000,0,218892,174900,momo,paid,0,,0,1,0,0,delivering,1514.75,0,1,0
SYN-20260308-001773,2026-03-08T05:47:32.000Z,2026-03-08,0,12,3,69b2b2972030f4fa2d6fe92e,new,7,4858716,694102,-7,2,3,579700,46376,0,80000,546076,289850,cash,unpaid,1,FLASH25,1,2,0,0,confirmed,220.18,0,1,1
SYN-20250929-001774,2025-09-29T12:39:15.000Z,2025-09-29,1,19,9,69b266062929890d1d18ecb7,vip,106,64059766,604337,-169,1,2,399800,31984,30000,0,461784,399800,cash,paid,0,,0,2,0,0,completed,4053.32,0,0,0
SYN-20250621-001775,2025-06-21T02:50:33.000Z,2025-06-21,6,9,6,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-270,2,3,529700,42376,0,50000,522076,264850,card,paid,1,EATOMO50K,2,1,0,0,completed,6463.13,0,0,0
SYN-20251113-001776,2025-11-13T01:55:22.000Z,2025-11-13,4,8,11,69b2b2942030f4fa2d6fe8da,vip,28,17244356,615870,-129,1,2,479800,38384,30000,95960,452224,479800,cash,paid,1,HEALTHY20,0,0,2,0,delivering,2984.05,0,1,0
SYN-20250319-001777,2025-03-19T01:24:10.000Z,2025-03-19,3,8,3,69aa99b0473b0839af00a703,vip,191,113735525,595474,-364,3,5,1149500,91960,0,60000,1181460,383167,momo,paid,1,PROTEIN10,0,0,5,0,completed,8720.57,0,0,0
SYN-20250922-001778,2025-09-22T12:46:43.000Z,2025-09-22,1,19,9,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-177,1,2,289800,23184,30000,0,342984,289800,bank_transfer,paid,0,,2,0,0,0,completed,4221.2,0,0,0
SYN-20260313-001779,2026-03-13T06:24:05.000Z,2026-03-13,5,13,3,69b2b2972030f4fa2d6fe92e,new,7,4858716,694102,-1,2,3,539700,43176,0,0,582876,269850,cash,unpaid,0,,1,2,0,0,confirmed,99.57,0,1,1
SYN-20260316-001780,2026-03-16T12:08:09.000Z,2026-03-16,1,19,3,69b2b28f2030f4fa2d6fe857,new,8,5513100,689138,0,1,1,229900,18392,30000,0,278292,229900,card,unpaid,0,,0,0,1,0,confirmed,21.84,0,1,1
SYN-20250929-001781,2025-09-29T03:46:37.000Z,2025-09-29,1,10,9,69b2b2962030f4fa2d6fe916,new,2,1031700,515850,-152,1,2,299800,23984,30000,0,353784,299800,momo,paid,0,,2,0,0,0,completed,4062.2,0,0,0
SYN-20250627-001782,2025-06-27T01:01:53.000Z,2025-06-27,5,8,6,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-264,3,5,909500,72760,0,50000,932260,303167,momo,paid,1,EATOMO50K,2,3,0,0,completed,6320.94,0,0,0
SYN-20250503-001783,2025-05-03T06:32:13.000Z,2025-05-03,6,13,5,69b2b2902030f4fa2d6fe863,regular,13,8546938,657457,-315,2,2,519800,41584,0,0,561384,259900,bank_transfer,unpaid,0,,0,0,2,0,completed,7635.44,0,0,1
SYN-20260204-001784,2026-02-04T11:47:37.000Z,2026-02-04,3,18,2,69b2b29a2030f4fa2d6fe97c,new,4,2702488,675622,-51,3,5,939500,75160,0,0,1014660,313167,cash,unpaid,0,,2,2,1,0,completed,982.18,0,0,1
SYN-20260116-001785,2026-01-16T02:16:56.000Z,2026-01-16,5,9,1,69b2b2932030f4fa2d6fe8c6,at_risk,13,7182852,552527,-61,2,3,409700,32776,30000,0,472476,204850,cash,unpaid,0,,0,0,0,3,preparing,1447.69,0,1,1
SYN-20250511-001786,2025-05-11T03:42:21.000Z,2025-05-11,0,10,5,69aa99b0473b0839af00a703,vip,191,113735525,595474,-311,3,4,619600,49568,0,0,669168,206533,card,paid,0,,4,0,0,0,completed,7446.27,0,0,0
SYN-20250722-001787,2025-07-22T11:50:17.000Z,2025-07-22,2,18,7,69b2b2982030f4fa2d6fe949,new,5,3212102,642420,-238,1,1,199900,15992,30000,25000,220892,199900,momo,paid,1,FREESHIP,0,1,0,0,completed,5710.14,0,0,0
SYN-20250917-001788,2025-09-17T08:02:43.000Z,2025-09-17,3,15,9,69b2b28f2030f4fa2d6fe85d,new,3,1869828,623276,-178,3,4,669600,53568,0,50000,673168,223200,cash,unpaid,1,WELCOME10,2,1,0,1,pending,4345.93,0,1,1
SYN-20250719-001789,2025-07-19T06:13:44.000Z,2025-07-19,6,13,7,69b2b2932030f4fa2d6fe8b7,new,6,3957948,659658,-255,1,2,419800,33584,30000,0,483384,419800,momo,unpaid,0,,0,2,0,0,completed,5787.75,0,0,1
SYN-20250825-001790,2025-08-25T09:49:02.000Z,2025-08-25,1,16,8,69b2b29a2030f4fa2d6fe97f,new,7,3544240,506320,-193,1,1,219900,17592,30000,0,267492,219900,card,refunded,0,,0,0,1,0,cancelled,4896.16,1,0,0
SYN-20251018-001791,2025-10-18T08:22:03.000Z,2025-10-18,6,15,10,69aa99b0473b0839af00a703,vip,191,113735525,595474,-151,3,4,669600,53568,0,0,723168,223200,card,paid,0,,2,2,0,0,completed,3601.61,0,0,0
SYN-20260124-001792,2026-01-24T14:15:15.000Z,2026-01-24,6,21,1,69b2b2a02030f4fa2d6fea29,new,5,2270304,454061,-27,1,2,339800,27184,30000,0,396984,339800,bank_transfer,paid,0,,2,0,0,0,completed,1243.72,0,0,0
SYN-20250811-001793,2025-08-11T10:39:48.000Z,2025-08-11,1,17,8,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-219,2,3,484700,38776,30000,0,553476,242350,card,unpaid,0,,3,0,0,0,cancelled,5231.31,1,0,1
SYN-20251124-001794,2025-11-24T02:22:49.000Z,2025-11-24,1,9,11,69b2b2942030f4fa2d6fe8e9,new,6,3258688,543115,-86,1,2,439800,35184,30000,0,504984,439800,card,unpaid,0,,0,2,0,0,cancelled,2719.6,1,0,1
SYN-20260316-001795,2026-03-16T04:19:35.000Z,2026-03-16,1,11,3,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-2,1,1,199900,15992,30000,0,245892,199900,cash,paid,0,,0,1,0,0,completed,29.65,0,0,0
SYN-20260103-001796,2026-01-03T02:19:05.000Z,2026-01-03,6,9,1,69b266062929890d1d18ecb7,vip,106,64059766,604337,-74,1,2,359800,28784,30000,0,418584,359800,card,paid,0,,0,2,0,0,completed,1759.66,0,0,0
SYN-20250620-001797,2025-06-20T08:31:13.000Z,2025-06-20,5,15,6,69b2b2912030f4fa2d6fe893,regular,14,7279920,519994,-277,1,2,359800,28784,30000,0,418584,359800,momo,paid,0,,0,2,0,0,completed,6481.46,0,0,0
SYN-20251119-001798,2025-11-19T04:47:02.000Z,2025-11-19,3,11,11,69b266052929890d1d18ecb1,vip,89,58530787,657649,-119,3,5,1049500,83960,0,0,1133460,349833,momo,unpaid,0,,0,3,2,0,confirmed,2837.19,0,1,1
SYN-20250620-001799,2025-06-20T04:47:41.000Z,2025-06-20,5,11,6,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-271,1,1,169900,13592,30000,0,213492,169900,momo,paid,0,,1,0,0,0,completed,6485.18,0,0,0
SYN-20250630-001800,2025-06-30T11:24:46.000Z,2025-06-30,1,18,6,69b266062929890d1d18ecb4,vip,85,49600176,583531,-269,3,4,694600,55568,0,50000,700168,231533,momo,paid,1,WELCOME10,1,0,1,2,completed,6238.56,0,0,0
SYN-20250824-001801,2025-08-24T04:15:53.000Z,2025-08-24,0,11,8,69b2b2942030f4fa2d6fe8da,vip,28,17244356,615870,-210,2,4,689600,55168,0,25000,719768,344800,cash,paid,1,FREESHIP,2,2,0,0,completed,4925.71,0,0,0
SYN-20250531-001802,2025-05-31T06:16:19.000Z,2025-05-31,6,13,5,69aa99b0473b0839af00a703,vip,191,113735525,595474,-291,2,3,489700,39176,30000,0,558876,244850,cash,paid,0,,2,1,0,0,completed,6963.7,0,0,0
SYN-20251116-001803,2025-11-16T04:53:55.000Z,2025-11-16,0,11,11,69b2b2a02030f4fa2d6fea26,new,2,432384,216192,-116,1,2,289800,23184,30000,0,342984,289800,cash,paid,0,,2,0,0,0,completed,2909.08,0,0,0
SYN-20250813-001804,2025-08-13T12:37:28.000Z,2025-08-13,3,19,8,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-217,2,3,444700,35576,30000,80000,430276,222350,bank_transfer,paid,1,FLASH25,2,1,0,0,completed,5181.35,0,0,0
SYN-20260209-001805,2026-02-09T05:50:05.000Z,2026-02-09,1,12,2,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-37,2,2,339800,27184,30000,0,396984,169900,momo,paid,0,,0,1,0,1,completed,868.14,0,0,0
SYN-20260209-001806,2026-02-09T08:23:56.000Z,2026-02-09,1,15,2,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-37,2,3,469700,37576,30000,0,537276,234850,bank_transfer,paid,0,,2,1,0,0,completed,865.58,0,0,0
SYN-20260222-001807,2026-02-22T13:32:35.000Z,2026-02-22,0,20,2,69b2b2952030f4fa2d6fe8f2,regular,8,4666716,583340,-29,3,6,889400,71152,0,0,960552,296467,momo,paid,0,,2,2,0,2,completed,548.43,0,0,0
SYN-20260307-001808,2026-03-07T13:01:40.000Z,2026-03-07,6,20,3,69b2b2932030f4fa2d6fe8bd,new,5,2546412,509282,-10,2,4,829600,66368,0,0,895968,414800,cash,paid,0,,0,2,2,0,completed,236.95,0,0,0
SYN-20260104-001809,2026-01-04T03:17:55.000Z,2026-01-04,0,10,1,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-73,2,2,399800,31984,30000,79960,381824,199900,cash,paid,1,HEALTHY20,1,0,1,0,completed,1734.68,0,0,0
SYN-20250419-001810,2025-04-19T12:32:54.000Z,2025-04-19,6,19,4,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-333,2,3,629700,50376,0,75000,605076,314850,bank_transfer,paid,1,VEGGIE25,0,3,0,0,completed,7965.43,0,0,0
SYN-20250731-001811,2025-07-31T14:49:26.000Z,2025-07-31,4,21,7,69aa99b0473b0839af00a703,vip,191,113735525,595474,-229,2,3,549700,43976,0,0,593676,274850,card,paid,0,,1,2,0,0,completed,5491.15,0,0,0
SYN-20250827-001812,2025-08-27T06:45:26.000Z,2025-08-27,3,13,8,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-203,1,1,149900,11992,30000,0,191892,149900,momo,paid,0,,0,0,0,1,completed,4851.22,0,0,0
SYN-20251026-001813,2025-10-26T03:08:00.000Z,2025-10-26,0,10,10,69b266062929890d1d18ecb7,vip,106,64059766,604337,-143,3,5,859500,68760,0,50000,878260,286500,momo,paid,1,EATOMO50K,2,3,0,0,completed,3414.84,0,0,0
SYN-20250909-001814,2025-09-09T06:58:08.000Z,2025-09-09,2,13,9,69b2b2992030f4fa2d6fe970,new,7,3447766,492538,-177,2,3,559700,44776,0,0,604476,279850,cash,paid,0,,2,0,1,0,completed,4539.01,0,0,0
SYN-20260317-001815,2026-03-17T06:12:42.000Z,2026-03-17,2,13,3,69b2b2942030f4fa2d6fe8d4,new,7,3621922,517417,0,1,1,149900,11992,30000,0,191892,149900,cash,unpaid,0,,1,0,0,0,pending,3.76,0,1,1
SYN-20260128-001816,2026-01-28T08:54:00.000Z,2026-01-28,3,15,1,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-49,2,4,649600,51968,0,50000,651568,324800,card,unpaid,1,WELCOME10,4,0,0,0,confirmed,1153.08,0,1,1
SYN-20251122-001817,2025-11-22T11:12:23.000Z,2025-11-22,6,18,11,69b2b29a2030f4fa2d6fe988,new,4,1687428,421857,-111,1,2,459800,36784,30000,0,526584,459800,cash,paid,0,,0,0,2,0,completed,2758.77,0,0,0
SYN-20251123-001818,2025-11-23T03:52:04.000Z,2025-11-23,0,10,11,69b2b2962030f4fa2d6fe90a,regular,14,7803172,557369,-114,2,3,529700,42376,0,0,572076,264850,bank_transfer,unpaid,0,,2,1,0,0,pending,2742.11,0,1,1
SYN-20250928-001819,2025-09-28T08:30:50.000Z,2025-09-28,0,15,9,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-171,2,2,304800,24384,30000,0,359184,152400,momo,paid,0,,1,1,0,0,completed,4081.46,0,0,0
SYN-20260114-001820,2026-01-14T10:15:45.000Z,2026-01-14,3,17,1,69b2b29b2030f4fa2d6fe99f,new,8,4301978,537747,-76,1,2,329800,26384,30000,0,386184,329800,momo,paid,0,,0,2,0,0,completed,1487.71,0,0,0
SYN-20260308-001821,2026-03-08T03:07:00.000Z,2026-03-08,0,10,3,69b2b2922030f4fa2d6fe899,new,5,2317612,463522,0,1,2,279800,22384,30000,0,332184,279800,cash,paid,0,,0,0,0,2,completed,222.86,0,0,0
SYN-20260314-001822,2026-03-14T05:56:20.000Z,2026-03-14,6,12,3,69b266062929890d1d18ecb7,vip,106,64059766,604337,-4,3,3,709700,56776,0,50000,716476,236567,momo,unpaid,1,WELCOME10,0,0,3,0,preparing,76.04,0,1,1
SYN-20260316-001823,2026-03-16T04:30:07.000Z,2026-03-16,1,11,3,69aa99b0473b0839af00a703,vip,191,113735525,595474,-2,3,4,749600,59968,0,75000,734568,249867,cash,paid,1,VEGGIE25,2,1,1,0,delivering,29.47,0,1,0
SYN-20260317-001824,2026-03-17T14:59:13.000Z,2026-03-17,2,21,3,69b2b2962030f4fa2d6fe91c,regular,7,4051656,578808,0,3,4,859600,68768,0,0,928368,286533,momo,unpaid,0,,0,1,3,0,pending,0,0,0,1
SYN-20250518-001825,2025-05-18T08:44:15.000Z,2025-05-18,0,15,5,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-304,1,2,299800,23984,30000,0,353784,299800,cash,paid,0,,2,0,0,0,completed,7273.24,0,0,0
SYN-20251003-001826,2025-10-03T04:27:35.000Z,2025-10-03,5,11,10,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-166,1,2,299800,23984,30000,29980,323804,299800,card,paid,1,WELCOME10,0,0,0,2,completed,3965.52,0,0,0
SYN-20260316-001827,2026-03-16T03:47:32.000Z,2026-03-16,1,10,3,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-2,2,2,469800,37584,30000,0,537384,234900,momo,unpaid,0,,0,1,1,0,preparing,30.18,0,1,1
SYN-20250625-001828,2025-06-25T06:34:05.000Z,2025-06-25,3,13,6,69b2b2992030f4fa2d6fe961,regular,17,8639198,508188,-266,1,2,299800,23984,30000,0,353784,299800,momo,paid,0,,0,0,0,2,completed,6363.41,0,0,0
SYN-20251107-001829,2025-11-07T12:25:34.000Z,2025-11-07,5,19,11,69aa99b0473b0839af00a703,vip,191,113735525,595474,-131,1,2,439800,35184,30000,25000,479984,439800,card,paid,1,FREESHIP,0,2,0,0,completed,3117.55,0,0,0
SYN-20251105-001830,2025-11-05T11:43:09.000Z,2025-11-05,3,18,11,69b266062929890d1d18ecbd,regular,19,9436076,496636,-132,1,2,519800,41584,0,80000,481384,519800,cash,paid,1,FLASH25,0,0,2,0,completed,3166.26,0,0,0
SYN-20250513-001831,2025-05-13T04:58:13.000Z,2025-05-13,2,11,5,69b2b28e2030f4fa2d6fe83f,new,5,4091148,818230,-323,2,3,484700,38776,30000,0,553476,242350,card,unpaid,0,,3,0,0,0,cancelled,7397.01,1,0,1
SYN-20251028-001832,2025-10-28T02:19:20.000Z,2025-10-28,2,9,10,69b266062929890d1d18ecb4,vip,85,49600176,583531,-150,1,1,164900,13192,30000,0,208092,164900,momo,paid,0,,1,0,0,0,completed,3367.65,0,0,0
SYN-20260214-001833,2026-02-14T13:05:01.000Z,2026-02-14,6,20,2,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-32,2,3,674700,53976,0,0,728676,337350,momo,paid,0,,0,1,2,0,completed,740.89,0,0,0
SYN-20251214-001834,2025-12-14T01:22:01.000Z,2025-12-14,0,8,12,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-94,1,2,399800,31984,30000,0,461784,399800,cash,paid,0,,0,2,0,0,completed,2240.61,0,0,0
SYN-20260313-001835,2026-03-13T07:57:05.000Z,2026-03-13,5,14,3,69b2b2942030f4fa2d6fe8da,vip,28,17244356,615870,-9,1,2,419800,33584,30000,80000,403384,419800,momo,paid,1,FLASH25,0,2,0,0,completed,98.02,0,0,0
SYN-20250926-001836,2025-09-26T01:32:23.000Z,2025-09-26,5,8,9,69aa99b0473b0839af00a703,vip,191,113735525,595474,-173,3,5,1099500,87960,0,0,1187460,366500,cash,unpaid,0,,0,3,2,0,cancelled,4136.44,1,0,1
SYN-20260310-001837,2026-03-10T01:20:24.000Z,2026-03-10,2,8,3,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-8,1,2,319800,25584,30000,75000,300384,319800,momo,refunded,1,VEGGIE25,2,0,0,0,cancelled,176.64,1,0,0
SYN-20260310-001838,2026-03-10T09:45:05.000Z,2026-03-10,2,16,3,69b266052929890d1d18ecb1,vip,89,58530787,657649,-8,3,4,969600,77568,0,50000,997168,323200,card,paid,1,WELCOME10,0,0,4,0,completed,168.22,0,0,0
SYN-20260103-001839,2026-01-03T09:10:28.000Z,2026-01-03,6,16,1,69aa99b0473b0839af00a703,vip,191,113735525,595474,-74,3,6,1209400,96752,0,50000,1256152,403133,cash,paid,1,WELCOME10,4,0,2,0,completed,1752.8,0,0,0
SYN-20251216-001840,2025-12-16T06:15:51.000Z,2025-12-16,2,13,12,69aa99b0473b0839af00a703,vip,191,113735525,595474,-92,2,4,729600,58368,0,0,787968,364800,cash,paid,0,,0,4,0,0,completed,2187.71,0,0,0
SYN-20250925-001841,2025-09-25T13:47:16.000Z,2025-09-25,4,20,9,69aa99b0473b0839af00a703,vip,191,113735525,595474,-173,3,5,824500,65960,0,0,890460,274833,bank_transfer,paid,0,,5,0,0,0,completed,4148.19,0,0,0
SYN-20260113-001842,2026-01-13T14:35:56.000Z,2026-01-13,2,21,1,69b2b2a02030f4fa2d6fea2f,new,8,5982492,747812,-58,3,4,694600,55568,0,0,750168,231533,cash,unpaid,0,,2,2,0,0,pending,1507.38,0,1,1
SYN-20251021-001843,2025-10-21T04:48:59.000Z,2025-10-21,2,11,10,69aa99b0473b0839af00a703,vip,191,113735525,595474,-148,1,2,459800,36784,30000,0,526584,459800,momo,paid,0,,0,0,2,0,completed,3533.16,0,0,0
SYN-20251219-001844,2025-12-19T08:52:53.000Z,2025-12-19,5,15,12,69b2b29f2030f4fa2d6fea08,new,6,3649076,608179,-83,3,4,739600,59168,0,0,798768,246533,cash,paid,0,,1,3,0,0,completed,2113.09,0,0,0
SYN-20260317-001845,2026-03-17T09:34:28.000Z,2026-03-17,2,16,3,69b266062929890d1d18ecc6,regular,11,7139492,649045,0,2,4,849600,67968,0,50000,867568,424800,card,unpaid,1,WELCOME10,2,0,2,0,preparing,0.4,0,0,1
SYN-20260228-001846,2026-02-28T01:29:57.000Z,2026-02-28,6,8,2,69b2b29e2030f4fa2d6fe9e4,new,6,4878700,813117,-12,3,6,949400,75952,0,75000,950352,316467,momo,paid,1,VEGGIE25,6,0,0,0,completed,416.48,0,0,0
SYN-20260316-001847,2026-03-16T07:16:08.000Z,2026-03-16,1,14,3,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-2,3,3,599700,47976,0,75000,572676,199900,momo,paid,1,VEGGIE25,0,2,1,0,completed,26.71,0,0,0
SYN-20250408-001848,2025-04-08T03:14:47.000Z,2025-04-08,2,10,4,69b25ea58b3f1480a7392482,vip,89,51282842,576212,-344,3,6,1049400,83952,0,0,1133352,349800,momo,paid,0,,4,2,0,0,completed,8238.73,0,0,0
SYN-20251115-001849,2025-11-15T11:26:11.000Z,2025-11-15,6,18,11,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-123,1,2,499800,39984,30000,0,569784,499800,cash,paid,0,,0,0,2,0,completed,2926.54,0,0,0
SYN-20250714-001850,2025-07-14T09:28:01.000Z,2025-07-14,1,16,7,69b2b2972030f4fa2d6fe92b,new,2,664476,332238,-242,1,1,199900,15992,30000,0,245892,199900,card,paid,0,,0,1,0,0,completed,5904.51,0,0,0
SYN-20260116-001851,2026-01-16T04:37:28.000Z,2026-01-16,5,11,1,69b2b2982030f4fa2d6fe94c,new,9,5951918,661324,-61,1,2,279800,22384,30000,0,332184,279800,cash,paid,0,,2,0,0,0,completed,1445.35,0,0,0
SYN-20250811-001852,2025-08-11T13:58:22.000Z,2025-08-11,1,20,8,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-219,3,3,679700,54376,0,100000,634076,226567,cash,paid,1,HEALTHY20,1,0,2,0,completed,5228,0,0,0
SYN-20250821-001853,2025-08-21T06:51:06.000Z,2025-08-21,4,13,8,69b2b2992030f4fa2d6fe95e,new,7,3173872,453410,-209,1,1,174900,13992,30000,0,218892,174900,momo,paid,0,,0,1,0,0,completed,4995.12,0,0,0
SYN-20250528-001854,2025-05-28T04:52:33.000Z,2025-05-28,3,11,5,69aa99b0473b0839af00a703,vip,191,113735525,595474,-294,2,3,629700,50376,0,75000,605076,314850,cash,paid,1,VEGGIE25,0,0,2,1,completed,7037.1,0,0,0
SYN-20250605-001855,2025-06-05T05:25:59.000Z,2025-06-05,4,12,6,69b2b2982030f4fa2d6fe94c,new,9,5951918,661324,-286,3,5,999500,79960,0,50000,1029460,333167,cash,unpaid,1,WELCOME10,3,0,2,0,cancelled,6844.54,1,0,1
SYN-20260316-001856,2026-03-16T11:11:37.000Z,2026-03-16,1,18,3,69b2b28d2030f4fa2d6fe818,new,6,2929033,488172,0,2,3,529700,42376,0,0,572076,264850,cash,unpaid,0,,0,2,0,1,pending,22.78,0,1,1
SYN-20251107-001857,2025-11-07T08:23:04.000Z,2025-11-07,5,15,11,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-131,2,4,839600,67168,0,0,906768,419800,cash,paid,0,,0,4,0,0,completed,3121.59,0,0,0
SYN-20250504-001858,2025-05-04T10:39:27.000Z,2025-05-04,0,17,5,69b2b2962030f4fa2d6fe919,new,5,2887688,577538,-314,2,3,539700,43176,0,0,582876,269850,momo,paid,0,,0,0,1,2,completed,7607.32,0,0,0
SYN-20251105-001859,2025-11-05T06:15:51.000Z,2025-11-05,3,13,11,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-133,3,5,929500,74360,0,50000,953860,309833,cash,unpaid,1,WELCOME10,3,2,0,0,pending,3171.71,0,1,1
SYN-20251023-001860,2025-10-23T11:19:08.000Z,2025-10-23,4,18,10,69b2b2992030f4fa2d6fe967,regular,11,6187888,562535,-142,3,6,1239400,99152,0,0,1338552,413133,cash,unpaid,0,,2,2,2,0,completed,3478.66,0,0,1
SYN-20251118-001861,2025-11-18T10:59:47.000Z,2025-11-18,2,17,11,69b266052929890d1d18ecb1,vip,89,58530787,657649,-120,3,6,1089400,87152,0,0,1176552,363133,card,paid,0,,5,0,1,0,completed,2854.98,0,0,0
SYN-20251014-001862,2025-10-14T07:22:29.000Z,2025-10-14,2,14,10,69b2b28e2030f4fa2d6fe842,regular,20,10666520,533326,-155,1,1,139900,11192,30000,13990,167102,139900,momo,unpaid,1,WELCOME10,1,0,0,0,completed,3698.6,0,0,1
SYN-20251115-001863,2025-11-15T06:29:36.000Z,2025-11-15,6,13,11,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-123,3,5,999500,79960,0,0,1079460,333167,momo,unpaid,0,,3,0,2,0,pending,2931.48,0,1,1
SYN-20260309-001864,2026-03-09T11:01:06.000Z,2026-03-09,1,18,3,69b2b2982030f4fa2d6fe946,new,5,2932226,586445,-15,1,1,239900,19192,30000,23990,265102,239900,cash,paid,1,WELCOME10,0,0,1,0,completed,190.96,0,0,0
SYN-20251209-001865,2025-12-09T13:22:22.000Z,2025-12-09,2,20,12,69b2b2932030f4fa2d6fe8c6,at_risk,13,7182852,552527,-98,1,1,239900,19192,30000,0,289092,239900,cash,paid,0,,0,0,1,0,completed,2348.6,0,0,0
SYN-20251212-001866,2025-12-12T02:13:41.000Z,2025-12-12,5,9,12,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-96,3,3,579700,46376,0,0,626076,193233,cash,paid,0,,1,1,1,0,completed,2287.75,0,0,0
SYN-20251117-001867,2025-11-17T06:26:16.000Z,2025-11-17,1,13,11,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-121,2,3,519700,41576,0,51970,509306,259850,card,paid,1,PROTEIN10,0,0,1,2,completed,2883.54,0,0,0
SYN-20250422-001868,2025-04-22T11:57:51.000Z,2025-04-22,2,18,4,69b2b2962030f4fa2d6fe90a,regular,14,7803172,557369,-329,1,1,149900,11992,30000,0,191892,149900,momo,unpaid,0,,1,0,0,0,cancelled,7894.01,1,0,1
SYN-20260213-001869,2026-02-13T03:32:16.000Z,2026-02-13,5,10,2,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-33,3,5,919500,73560,0,0,993060,306500,card,paid,0,,0,4,0,1,completed,774.44,0,0,0
SYN-20251225-001870,2025-12-25T08:26:28.000Z,2025-12-25,4,15,12,69b2b2942030f4fa2d6fe8da,vip,28,17244356,615870,-87,1,2,359800,28784,30000,0,418584,359800,card,unpaid,0,,0,2,0,0,pending,1969.53,0,1,1
